경기날짜,팀1이름,팀2이름,팀1점수,팀2점수
20160827,한화,SK,12,4
20160828,두산,KIA,9,0
20160828,kt,LG,11,4
20160828,한화,SK,9,1
20160830,넥센,삼성,1,8
20160830,SK,KIA,9,3
20160830,NC,kt,5,3
20160830,LG,롯데,4,8
20160830,한화,두산,4,11
20160831,넥센,삼성,15,6
20160831,SK,KIA,5,7
20160831,NC,kt,11,0
20160831,LG,롯데,1,9
20160901,SK,넥센,2,8
20160901,NC,롯데,4,2
20160901,LG,한화,7,2
20160901,kt,두산,0,1
20160901,KIA,삼성,16,8
20160902,SK,넥센,9,10
20160902,LG,한화,6,11
20160902,kt,두산,5,6
20160903,삼성,두산,5,3
20160903,SK,NC,10,7
20160903,롯데,KIA,2,1
20160903,LG,kt,3,6
20160903,한화,넥센,13,11
20160904,삼성,두산,5,7
20160904,롯데,KIA,3,4
20160904,LG,kt,3,4
20160904,한화,넥센,5,7
20160904,SK,NC,9,4
20160906,넥센,LG,2,5
20160906,두산,롯데,7,9
20160906,kt,삼성,6,11
20160906,KIA,SK,0,2
20160906,한화,NC,6,7
20160907,넥센,LG,0,11
20160907,두산,롯데,10,5
20160907,kt,삼성,13,9
20160907,KIA,SK,3,11
20160907,한화,NC,0,1
20160908,넥센,SK,3,12
20160908,삼성,롯데,4,5
20160908,두산,LG,4,2
20160908,NC,KIA,4,7
20160908,kt,한화,3,4
20160909,넥센,SK,1,4
20160909,삼성,롯데,7,5
20160909,두산,LG,4,10
20160909,NC,KIA,8,7
20160909,kt,한화,1,2
20160910,SK,한화,0,14
20160910,두산,넥센,1,9
20160910,NC,삼성,1,4
20160910,롯데,LG,6,9
20160910,KIA,kt,6,9
20160911,SK,한화,6,7
20160911,두산,넥센,5,2
20160911,NC,삼성,0,2
20160911,롯데,LG,8,12
20160911,KIA,kt,4,2
20160913,넥센,KIA,2,3
20160913,SK,두산,2,5
20160913,롯데,kt,9,2
20160913,LG,NC,4,3
20160913,한화,삼성,7,6
20160914,넥센,KIA,7,3
20160914,SK,두산,0,6
20160914,롯데,kt,8,7
20160914,LG,NC,4,8
20160914,한화,삼성,6,9
20160915,삼성,SK,9,5
20160915,두산,NC,4,3
20160915,롯데,한화,6,7
20160915,kt,넥센,6,10
20160915,KIA,LG,3,5
20160916,삼성,SK,13,10
20160916,두산,NC,5,3
20160916,롯데,한화,8,6
20160916,kt,넥센,0,5
20160916,KIA,LG,1,3
20160917,삼성,LG,2,3
20160917,두산,kt,11,4
20160917,NC,SK,4,3
20160918,삼성,LG,0,5
20160918,두산,kt,11,1
20160918,NC,SK,13,7
20160918,KIA,한화,3,1
20160918,넥센,롯데,6,13
20160919,넥센,롯데,11,1
20160919,KIA,한화,4,2
20160920,넥센,KIA,3,4
20160920,삼성,두산,4,6
20160920,NC,kt,2,6
20160920,LG,한화,11,3
20160921,넥센,KIA,2,5
20160921,NC,LG,1,1
20160921,롯데,삼성,10,9
20160922,NC,한화,7,2
20160922,kt,두산,2,9
20160923,SK,kt,1,2
20160923,두산,삼성,3,4
20160923,KIA,NC,7,11
20160924,넥센,삼성,9,13
20160924,롯데,NC,1,3
20160924,한화,LG,12,7
20160925,넥센,삼성,5,7
20160925,롯데,NC,0,1
20160925,KIA,kt,7,8
20160925,한화,SK,4,9
20160927,삼성,NC,5,3
20160927,두산,한화,8,9
20160927,LG,KIA,6,1
20160927,kt,롯데,7,9
20160928,두산,한화,12,3
20160929,삼성,NC,5,10
20160929,넥센,두산,9,1
20160929,삼성,NC,4,5
20160929,kt,롯데,7,9
20160930,SK,LG,5,3
20160930,kt,롯데,4,5
20160930,한화,NC,7,1
20161001,SK,LG,5,0
20161001,NC,롯데,8,0
20161002,넥센,한화,4,1
20161002,NC,롯데,11,6
20161002,kt,KIA,1,3
20161003,LG,삼성,10,3
20161003,kt,KIA,6,9
20161003,한화,두산,13,5
20161004,넥센,NC,3,1
20161004,롯데,두산,5,6
20161004,LG,삼성,4,5
20161005,넥센,NC,4,8
20161005,KIA,삼성,4,2
20161005,한화,kt,7,2
20161006,삼성,KIA,4,3
20161006,SK,NC,2,4
20161006,LG,롯데,4,1
20161007,넥센,롯데,4,5
20161007,kt,NC,6,2
20161008,삼성,SK,6,7
20161008,두산,LG,11,1
20161008,KIA,한화,5,6
20161009,넥센,롯데,5,8
20161009,kt,NC,7,4
20161010,KIA,LG,4,2
20161011,KIA,LG,0,1
20161013,LG,넥센,7,0
20161014,LG,넥센,1,5
20161016,넥센,LG,1,4
20161017,넥센,LG,4,5
20161021,LG,NC,2,3
20161022,LG,NC,0,2
20161024,NC,LG,1,2
20161025,NC,LG,8,3
20161029,NC,두산,0,1
20161030,NC,두산,1,5
20161101,두산,NC,6,0
20161102,두산,NC,8,1
20170314,넥센,NC,2,2
20170314,SK,롯데,3,2
20170314,두산,KIA,4,7
20170314,LG,한화,9,9
20170314,kt,삼성,9,1
20170315,넥센,NC,1,1
20170315,SK,롯데,2,7
20170315,두산,KIA,4,2
20170315,LG,한화,12,5
20170315,kt,삼성,6,2
20170316,넥센,한화,1,12
20170316,SK,NC,2,7
20170316,두산,롯데,5,5
20170316,LG,삼성,3,3
20170316,kt,KIA,8,5
20170317,넥센,한화,7,8
20170317,SK,NC,5,5
20170317,두산,롯데,4,6
20170317,LG,삼성,8,0
20170317,kt,KIA,12,6
20170318,삼성,NC,2,3
20170318,SK,KIA,0,4
20170318,두산,넥센,11,5
20170318,LG,롯데,2,11
20170318,kt,한화,0,0
20170319,삼성,NC,5,0
20170319,SK,KIA,7,4
20170319,두산,넥센,3,5
20170319,LG,롯데,2,3
20170319,kt,한화,9,1
20170321,삼성,KIA,1,5
20170321,두산,SK,6,4
20170321,롯데,넥센,6,7
20170321,한화,NC,9,10
20170321,kt,LG,3,1
20170322,삼성,KIA,3,4
20170322,두산,SK,7,7
20170322,롯데,넥센,8,8
20170322,한화,NC,7,4
20170322,kt,LG,5,7
20170323,삼성,두산,2,9
20170323,NC,롯데,9,2
20170323,LG,SK,2,3
20170323,kt,넥센,9,15
20170323,KIA,한화,3,6
20170324,삼성,두산,2,5
20170324,NC,롯데,3,0
20170324,LG,SK,10,6
20170324,kt,넥센,2,4
20170324,KIA,한화,2,3
20170325,삼성,넥센,7,6
20170325,LG,두산,1,2
20170325,kt,롯데,6,3
20170325,한화,SK,3,4
20170326,삼성,넥센,6,8
20170326,두산,LG,4,5
20170326,NC,KIA,4,5
20170326,한화,SK,5,4
20170331,롯데,NC,5,6
20170331,LG,넥센,2,1
20170331,kt,SK,3,2
20170331,KIA,삼성,7,2
20170331,한화,두산,0,3
20170401,LG,넥센,8,3
20170401,KIA,삼성,9,7
20170401,한화,두산,6,5
20170401,롯데,NC,3,0
20170401,kt,SK,2,0
20170402,롯데,NC,12,4
20170402,LG,넥센,9,2
20170402,kt,SK,8,1
20170402,KIA,삼성,3,16
20170402,한화,두산,4,5
20170404,넥센,롯데,2,5
20170404,삼성,LG,0,11
20170404,SK,KIA,1,6
20170404,NC,한화,0,6
20170404,두산,kt,2,0
20170406,넥센,롯데,3,12
20170406,삼성,LG,0,4
20170406,SK,KIA,4,6
20170406,두산,kt,1,5
20170406,NC,한화,5,2
20170407,넥센,두산,7,3
20170407,삼성,kt,2,3
20170407,NC,SK,5,3
20170407,LG,롯데,6,4
20170407,한화,KIA,2,4
20170408,넥센,두산,13,10
20170408,삼성,kt,0,1
20170408,NC,SK,2,9
20170408,LG,롯데,6,8
20170408,한화,KIA,4,3
20170409,넥센,두산,13,2
20170409,삼성,kt,0,3
20170409,NC,SK,5,8
20170409,LG,롯데,1,7
20170409,한화,KIA,2,3
20170411,롯데,SK,6,4
20170411,LG,NC,3,4
20170411,kt,넥센,2,12
20170411,KIA,두산,4,16
20170411,한화,삼성,11,8
20170412,롯데,SK,1,2
20170412,LG,NC,0,5
20170412,kt,넥센,3,5
20170412,KIA,두산,8,4
20170412,한화,삼성,5,3
20170413,롯데,SK,10,11
20170413,LG,NC,1,3
20170413,kt,넥센,7,6
20170413,KIA,두산,4,3
20170413,한화,삼성,1,5
20170414,넥센,KIA,2,3
20170414,삼성,롯데,6,9
20170414,SK,한화,6,2
20170414,두산,NC,10,6
20170414,kt,LG,2,5
20170415,넥센,KIA,2,5
20170415,삼성,롯데,4,6
20170415,SK,한화,12,4
20170415,두산,NC,11,2
20170415,kt,LG,1,0
20170416,넥센,KIA,6,7
20170416,삼성,롯데,3,0
20170416,SK,한화,10,1
20170416,두산,NC,0,4
20170416,kt,LG,5,12
20170418,넥센,SK,4,7
20170418,삼성,두산,3,3
20170418,NC,롯데,8,3
20170418,LG,한화,2,3
20170418,KIA,kt,5,0
20170419,넥센,SK,3,5
20170419,삼성,두산,1,2
20170419,NC,롯데,8,2
20170419,LG,한화,0,3
20170419,KIA,kt,1,3
20170420,넥센,SK,5,3
20170420,삼성,두산,2,4
20170420,NC,롯데,5,4
20170420,LG,한화,4,3
20170420,KIA,kt,9,2
20170421,두산,SK,4,9
20170421,NC,삼성,4,4
20170421,롯데,넥센,1,4
20170421,KIA,LG,2,6
20170421,한화,kt,7,2
20170422,두산,SK,4,8
20170422,NC,삼성,14,6
20170422,롯데,넥센,3,2
20170422,KIA,LG,5,4
20170422,한화,kt,9,11
20170423,두산,SK,8,4
20170423,NC,삼성,6,3
20170423,롯데,넥센,5,6
20170423,KIA,LG,1,7
20170423,한화,kt,14,1
20170425,삼성,KIA,3,11
20170425,SK,LG,8,3
20170425,두산,넥센,9,13
20170425,kt,NC,1,2
20170425,한화,롯데,2,4
20170426,삼성,KIA,0,7
20170426,SK,LG,0,9
20170426,두산,넥센,4,3
20170426,kt,NC,4,11
20170426,한화,롯데,2,8
20170427,삼성,KIA,9,16
20170427,SK,LG,2,4
20170427,두산,넥센,3,7
20170427,kt,NC,0,3
20170427,한화,롯데,6,1
20170428,넥센,한화,13,2
20170428,SK,삼성,7,5
20170428,NC,KIA,3,9
20170428,롯데,두산,0,2
20170428,LG,kt,2,1
20170429,넥센,한화,7,3
20170429,SK,삼성,5,12
20170429,NC,KIA,8,6
20170429,롯데,두산,3,5
20170429,LG,kt,0,6
20170430,넥센,한화,5,4
20170430,SK,삼성,13,2
20170430,NC,KIA,12,1
20170430,롯데,두산,6,0
20170430,LG,kt,7,5
20170502,두산,삼성,5,6
20170502,NC,LG,2,1
20170502,롯데,kt,9,0
20170502,KIA,넥센,9,3
20170502,한화,SK,6,5
20170503,두산,삼성,10,4
20170503,NC,LG,0,13
20170503,롯데,kt,2,8
20170503,KIA,넥센,2,1
20170503,한화,SK,9,8
20170504,두산,삼성,17,2
20170504,NC,LG,3,4
20170504,롯데,kt,3,2
20170504,KIA,넥센,1,9
20170504,한화,SK,2,6
20170505,삼성,NC,2,7
20170505,SK,넥센,3,5
20170505,LG,두산,3,1
20170505,kt,한화,1,13
20170505,KIA,롯데,5,3
20170506,삼성,NC,12,1
20170506,SK,넥센,13,5
20170506,LG,두산,7,5
20170506,kt,한화,3,5
20170506,KIA,롯데,3,0
20170507,삼성,NC,3,13
20170507,SK,넥센,6,6
20170507,LG,두산,10,4
20170507,kt,한화,10,0
20170507,KIA,롯데,5,3
20170509,kt,KIA,4,9
20170510,넥센,NC,0,3
20170510,SK,두산,0,6
20170510,롯데,한화,8,1
20170510,LG,삼성,6,1
20170510,kt,KIA,3,0
20170511,넥센,NC,2,1
20170511,SK,두산,0,7
20170511,롯데,한화,1,2
20170511,LG,삼성,8,5
20170511,kt,KIA,4,2
20170512,넥센,삼성,1,4
20170512,NC,kt,8,5
20170512,KIA,SK,2,8
20170512,한화,LG,5,3
20170513,넥센,삼성,5,4
20170513,두산,롯데,9,4
20170513,NC,kt,2,5
20170513,KIA,SK,5,3
20170513,한화,LG,10,0
20170514,넥센,삼성,5,4
20170514,두산,롯데,15,1
20170514,NC,kt,5,10
20170514,KIA,SK,3,4
20170514,한화,LG,1,4
20170516,삼성,SK,8,2
20170516,NC,두산,2,1
20170516,LG,KIA,2,3
20170516,kt,롯데,0,6
20170516,한화,넥센,1,2
20170517,삼성,SK,5,2
20170517,NC,두산,2,1
20170517,LG,KIA,3,8
20170517,kt,롯데,4,9
20170517,한화,넥센,8,4
20170518,삼성,SK,1,4
20170518,NC,두산,4,7
20170518,LG,KIA,4,9
20170518,kt,롯데,4,11
20170518,한화,넥센,6,8
20170519,넥센,kt,4,3
20170519,삼성,한화,6,2
20170519,SK,NC,11,1
20170519,두산,KIA,7,6
20170519,롯데,LG,9,4
20170520,넥센,kt,11,3
20170520,삼성,한화,9,8
20170520,SK,NC,0,1
20170520,두산,KIA,6,0
20170520,롯데,LG,2,3
20170521,넥센,kt,4,13
20170521,삼성,한화,8,7
20170521,SK,NC,9,4
20170521,두산,KIA,7,3
20170521,롯데,LG,3,4
20170523,SK,롯데,6,7
20170523,NC,넥센,15,4
20170523,kt,삼성,12,3
20170523,KIA,한화,13,8
20170524,SK,롯데,5,7
20170524,두산,LG,2,1
20170524,NC,넥센,5,4
20170524,kt,삼성,9,8
20170524,KIA,한화,9,3
20170525,SK,롯데,6,17
20170525,두산,LG,9,7
20170525,NC,넥센,13,3
20170525,kt,삼성,4,6
20170525,KIA,한화,6,4
20170526,삼성,넥센,3,18
20170526,롯데,KIA,8,2
20170526,LG,SK,1,6
20170526,kt,두산,5,3
20170526,한화,NC,3,5
20170527,삼성,넥센,4,7
20170527,롯데,KIA,7,15
20170527,LG,SK,3,4
20170527,kt,두산,4,10
20170527,한화,NC,6,1
20170528,삼성,넥센,3,2
20170528,롯데,KIA,4,8
20170528,LG,SK,2,5
20170528,kt,두산,5,9
20170528,한화,NC,8,1
20170530,넥센,LG,3,1
20170530,SK,kt,8,3
20170530,두산,한화,2,5
20170530,롯데,삼성,1,0
20170530,KIA,NC,9,7
20170531,넥센,LG,2,5
20170531,SK,kt,8,2
20170531,두산,한화,1,3
20170531,롯데,삼성,4,11
20170531,KIA,NC,10,2
20170601,넥센,LG,1,6
20170601,SK,kt,10,4
20170601,두산,한화,8,6
20170601,롯데,삼성,2,13
20170601,KIA,NC,7,8
20170602,SK,한화,4,5
20170602,두산,넥센,15,4
20170602,NC,LG,4,1
20170602,kt,롯데,11,8
20170602,KIA,삼성,1,5
20170603,SK,한화,5,2
20170603,두산,넥센,5,8
20170603,NC,LG,4,3
20170603,kt,롯데,10,1
20170603,KIA,삼성,5,6
20170604,SK,한화,7,4
20170604,두산,넥센,6,1
20170604,NC,LG,6,5
20170604,kt,롯데,8,14
20170604,KIA,삼성,13,3
20170606,넥센,SK,5,6
20170606,삼성,두산,12,10
20170606,롯데,NC,5,4
20170607,넥센,SK,6,2
20170607,삼성,두산,7,9
20170607,롯데,NC,4,12
20170607,LG,kt,11,7
20170607,한화,KIA,0,7
20170608,넥센,SK,6,2
20170608,삼성,두산,3,4
20170608,롯데,NC,0,16
20170608,LG,kt,5,4
20170608,한화,KIA,4,8
20170609,넥센,KIA,7,5
20170609,삼성,한화,8,5
20170609,SK,LG,1,3
20170609,두산,롯데,4,0
20170609,kt,NC,5,6
20170610,넥센,KIA,8,4
20170610,삼성,한화,2,10
20170610,SK,LG,4,3
20170610,두산,롯데,6,7
20170610,kt,NC,1,4
20170611,넥센,KIA,2,6
20170611,삼성,한화,7,4
20170611,SK,LG,1,19
20170611,두산,롯데,4,7
20170611,kt,NC,0,5
20170613,NC,넥센,14,5
20170613,LG,두산,4,7
20170613,kt,삼성,0,4
20170613,KIA,롯데,10,7
20170613,한화,SK,11,8
20170614,NC,넥센,4,8
20170614,LG,두산,5,1
20170614,kt,삼성,7,5
20170614,KIA,롯데,6,3
20170614,한화,SK,3,6
20170615,NC,넥센,9,8
20170615,LG,두산,12,6
20170615,kt,삼성,2,6
20170615,KIA,롯데,7,5
20170615,한화,SK,3,4
20170616,SK,삼성,2,1
20170616,NC,두산,11,5
20170616,롯데,넥센,1,2
20170616,LG,KIA,9,8
20170616,한화,kt,15,14
20170617,SK,삼성,14,10
20170617,NC,두산,4,14
20170617,롯데,넥센,2,8
20170617,LG,KIA,3,4
20170617,한화,kt,9,1
20170618,SK,삼성,5,7
20170618,NC,두산,11,13
20170618,롯데,넥센,3,14
20170618,LG,KIA,16,8
20170618,한화,kt,13,5
20170620,넥센,한화,5,6
20170620,삼성,LG,3,5
20170620,NC,SK,1,7
20170620,롯데,kt,10,2
20170621,넥센,한화,6,5
20170621,삼성,LG,10,3
20170621,두산,KIA,8,20
20170621,NC,SK,2,1
20170621,롯데,kt,10,4
20170622,넥센,한화,12,13
20170622,삼성,LG,5,1
20170622,두산,KIA,5,11
20170622,NC,SK,6,13
20170622,롯데,kt,3,10
20170623,롯데,두산,1,9
20170623,LG,넥센,3,8
20170623,kt,SK,2,4
20170623,KIA,NC,1,4
20170623,한화,삼성,3,5
20170624,롯데,두산,8,4
20170624,LG,넥센,8,2
20170624,kt,SK,1,2
20170624,KIA,NC,1,6
20170624,한화,삼성,2,8
20170625,롯데,두산,4,2
20170625,LG,넥센,2,4
20170625,kt,SK,6,7
20170625,KIA,NC,6,9
20170625,한화,삼성,7,7
20170627,넥센,NC,2,7
20170627,삼성,KIA,4,11
20170627,SK,두산,5,1
20170627,LG,롯데,10,11
20170627,kt,한화,1,4
20170628,넥센,NC,3,9
20170628,삼성,KIA,4,13
20170628,SK,두산,3,0
20170628,LG,롯데,9,9
20170628,kt,한화,5,4
20170629,삼성,KIA,1,22
20170629,SK,두산,3,6
20170629,kt,한화,5,8
20170630,넥센,kt,9,5
20170630,삼성,SK,5,7
20170630,두산,한화,8,13
20170630,NC,롯데,0,9
20170630,KIA,LG,10,6
20170701,삼성,SK,7,4
20170701,두산,한화,3,9
20170701,NC,롯데,5,9
20170701,KIA,LG,10,4
20170702,넥센,kt,5,1
20170702,삼성,SK,5,6
20170702,NC,롯데,1,2
20170702,KIA,LG,13,4
20170704,롯데,삼성,2,4
20170704,kt,두산,1,8
20170704,KIA,SK,15,6
20170704,한화,넥센,5,7
20170705,롯데,삼성,5,6
20170705,LG,NC,12,5
20170705,kt,두산,1,3
20170705,KIA,SK,17,18
20170705,한화,넥센,7,12
20170706,롯데,삼성,4,2
20170706,KIA,SK,5,3
20170706,한화,넥센,6,13
20170707,넥센,삼성,9,2
20170707,SK,롯데,6,5
20170707,두산,NC,6,1
20170708,넥센,삼성,10,8
20170708,SK,롯데,4,6
20170708,KIA,kt,20,8
20170708,한화,LG,6,3
20170709,넥센,삼성,2,7
20170709,SK,롯데,6,0
20170709,두산,NC,4,9
20170709,한화,LG,2,3
20170711,넥센,두산,5,1
20170711,삼성,kt,4,2
20170711,NC,KIA,4,7
20170711,롯데,한화,5,4
20170711,LG,SK,1,6
20170712,넥센,두산,3,4
20170712,삼성,kt,11,3
20170712,NC,KIA,6,7
20170712,롯데,한화,8,4
20170712,LG,SK,12,6
20170713,넥센,두산,4,8
20170713,삼성,kt,8,9
20170713,NC,KIA,1,7
20170713,롯데,한화,4,6
20170713,LG,SK,9,1
20170715,드림,나눔,13,8
20170718,삼성,롯데,2,5
20170718,두산,SK,6,4
20170718,NC,한화,7,4
20170718,kt,LG,2,3
20170718,KIA,넥센,4,3
20170719,삼성,롯데,3,0
20170719,두산,SK,8,12
20170719,NC,한화,13,9
20170719,kt,LG,2,4
20170719,KIA,넥센,2,4
20170720,삼성,롯데,4,4
20170720,두산,SK,14,2
20170720,NC,한화,7,4
20170720,kt,LG,9,10
20170720,KIA,넥센,8,7
20170721,SK,NC,6,10
20170721,롯데,KIA,4,3
20170721,LG,삼성,10,4
20170721,kt,넥센,0,2
20170721,한화,두산,6,9
20170722,SK,NC,2,8
20170722,롯데,KIA,1,0
20170722,kt,넥센,8,3
20170722,한화,두산,1,17
20170723,SK,NC,1,8
20170723,롯데,KIA,3,1
20170723,LG,삼성,6,10
20170723,kt,넥센,4,7
20170723,한화,두산,7,8
20170725,넥센,LG,6,0
20170725,SK,KIA,10,11
20170725,두산,kt,6,5
20170725,NC,삼성,1,3
20170726,넥센,LG,3,4
20170726,SK,KIA,7,8
20170726,두산,kt,7,3
20170726,NC,삼성,1,5
20170726,한화,롯데,8,9
20170727,넥센,LG,3,4
20170727,SK,KIA,1,9
20170727,두산,kt,5,3
20170727,NC,삼성,7,0
20170727,한화,롯데,6,3
20170728,삼성,넥센,9,2
20170728,NC,kt,5,4
20170728,롯데,SK,7,8
20170728,LG,한화,3,4
20170728,KIA,두산,3,3
20170729,삼성,넥센,1,14
20170729,NC,kt,3,4
20170729,롯데,SK,1,4
20170729,LG,한화,12,2
20170729,KIA,두산,2,1
20170730,삼성,넥센,4,9
20170730,NC,kt,8,3
20170730,롯데,SK,3,2
20170730,LG,한화,9,3
20170730,KIA,두산,4,6
20170801,SK,넥센,0,3
20170801,두산,삼성,12,5
20170801,롯데,LG,0,2
20170801,kt,KIA,15,7
20170801,한화,NC,6,7
20170802,SK,넥센,4,5
20170802,두산,삼성,5,2
20170802,롯데,LG,4,5
20170802,한화,NC,6,2
20170803,SK,넥센,3,11
20170803,두산,삼성,14,4
20170803,롯데,LG,6,9
20170803,kt,KIA,3,9
20170803,한화,NC,2,10
20170804,넥센,롯데,8,10
20170804,삼성,NC,4,3
20170804,SK,kt,6,5
20170804,두산,LG,11,4
20170804,KIA,한화,3,7
20170805,넥센,롯데,4,5
20170805,삼성,NC,9,3
20170805,SK,kt,3,4
20170805,두산,LG,2,1
20170805,KIA,한화,7,1
20170806,넥센,롯데,4,6
20170806,삼성,NC,1,4
20170806,SK,kt,3,6
20170806,두산,LG,10,3
20170808,넥센,KIA,5,3
20170808,NC,SK,0,4
20170808,LG,삼성,10,8
20170808,kt,롯데,4,5
20170808,한화,두산,1,8
20170809,넥센,KIA,1,10
20170809,NC,SK,10,5
20170809,LG,삼성,4,7
20170809,kt,롯데,6,7
20170809,한화,두산,12,6
20170810,SK,LG,2,1
20170810,두산,넥센,7,4
20170810,롯데,NC,2,3
20170811,삼성,한화,3,8
20170811,SK,LG,2,6
20170811,두산,넥센,3,6
20170811,롯데,NC,5,3
20170811,KIA,kt,8,9
20170812,NC,두산,0,3
20170812,롯데,삼성,7,13
20170812,LG,KIA,10,11
20170812,kt,SK,3,8
20170812,한화,넥센,6,1
20170813,NC,두산,1,2
20170813,롯데,삼성,9,7
20170813,kt,SK,11,3
20170813,한화,넥센,1,9
20170815,두산,롯데,6,8
20170815,NC,KIA,2,4
20170816,넥센,삼성,6,5
20170816,SK,한화,5,8
20170816,두산,롯데,2,4
20170816,NC,KIA,3,4
20170816,kt,LG,1,2
20170817,삼성,kt,6,4
20170817,롯데,넥센,5,3
20170817,LG,SK,1,6
20170817,KIA,두산,1,4
20170817,한화,NC,1,3
20170818,삼성,kt,5,1
20170818,롯데,넥센,8,5
20170818,LG,SK,2,8
20170818,KIA,두산,1,2
20170818,한화,NC,14,9
20170819,삼성,LG,4,6
20170819,SK,KIA,13,1
20170819,두산,kt,10,4
20170819,NC,넥센,3,4
20170819,롯데,한화,0,2
20170820,두산,kt,1,2
20170820,NC,넥센,4,3
20170820,롯데,한화,4,3
20170822,삼성,넥센,5,11
20170822,두산,SK,10,6
20170822,NC,LG,4,3
20170822,롯데,KIA,7,3
20170822,한화,kt,3,2
20170823,삼성,넥센,1,5
20170823,두산,SK,4,1
20170823,NC,LG,3,9
20170823,롯데,KIA,7,5
20170823,한화,kt,10,9
20170824,넥센,두산,5,6
20170824,SK,삼성,9,7
20170824,LG,롯데,0,11
20170824,kt,NC,1,7
20170825,넥센,두산,3,4
20170825,SK,삼성,7,5
20170825,LG,롯데,2,8
20170825,kt,NC,5,7
20170825,KIA,한화,3,6
20170826,넥센,롯데,1,6
20170826,LG,두산,4,5
20170826,kt,삼성,8,14
20170826,KIA,NC,8,7
20170826,한화,SK,1,2
20170827,넥센,롯데,9,8
20170827,LG,두산,1,1
20170827,kt,삼성,3,2
20170827,KIA,NC,4,5
20170827,한화,SK,2,4
20170829,SK,넥센,4,8
20170829,NC,kt,13,2
20170829,롯데,두산,5,7
20170829,LG,한화,4,8
20170829,KIA,삼성,10,9
20170830,SK,넥센,0,10
20170830,NC,kt,5,9
20170830,롯데,두산,5,2
20170830,LG,한화,6,5
20170830,KIA,삼성,5,1
20170831,넥센,LG,5,3
20170831,삼성,SK,4,5
20170831,두산,KIA,4,9
20170831,NC,롯데,5,8
20170831,kt,한화,1,10
20170901,넥센,LG,2,6
20170901,삼성,SK,7,8
20170901,두산,KIA,3,5
20170901,NC,롯데,1,6
20170901,kt,한화,6,1
20170902,삼성,두산,3,2
20170902,SK,kt,15,7
20170902,LG,NC,0,6
20170902,KIA,넥센,7,4
20170902,한화,롯데,0,9
20170903,삼성,두산,1,7
20170903,SK,kt,5,13
20170903,LG,NC,0,5
20170903,KIA,넥센,7,8
20170903,한화,롯데,2,7
20170905,넥센,kt,1,5
20170905,두산,한화,4,6
20170905,NC,삼성,3,9
20170905,롯데,SK,2,6
20170905,KIA,LG,3,4
20170906,넥센,kt,4,5
20170906,두산,한화,13,9
20170906,KIA,LG,0,6
20170907,삼성,롯데,6,5
20170907,SK,NC,3,4
20170907,LG,넥센,1,1
20170907,kt,두산,7,3
20170907,한화,KIA,11,2
20170908,삼성,롯데,5,6
20170908,SK,NC,2,4
20170908,LG,넥센,10,9
20170908,kt,두산,2,3
20170908,한화,KIA,5,9
20170909,넥센,SK,1,2
20170909,삼성,KIA,5,6
20170909,두산,LG,3,4
20170909,NC,한화,3,6
20170909,롯데,kt,2,3
20170910,넥센,SK,8,17
20170910,삼성,KIA,9,6
20170910,두산,LG,5,1
20170910,NC,한화,11,5
20170910,롯데,kt,7,5
20170912,두산,NC,14,13
20170912,롯데,LG,2,1
20170912,kt,넥센,3,2
20170912,KIA,SK,6,2
20170912,한화,삼성,6,2
20170913,두산,NC,13,3
20170913,롯데,LG,1,3
20170913,kt,넥센,0,8
20170913,KIA,SK,10,15
20170913,한화,삼성,5,13
20170914,넥센,한화,2,10
20170914,삼성,NC,11,11
20170914,SK,두산,8,6
20170914,LG,kt,11,12
20170914,KIA,롯데,11,2
20170915,넥센,한화,4,6
20170915,삼성,NC,11,3
20170915,SK,두산,5,0
20170915,LG,kt,4,5
20170915,KIA,롯데,3,4
20170916,넥센,NC,14,15
20170916,SK,롯데,1,6
20170916,두산,삼성,9,5
20170916,kt,KIA,3,17
20170916,한화,LG,3,1
20170917,넥센,NC,14,6
